id	lang_region	question_en	answer_en
fr-FR_013	fr-FR	Are prices usually displayed including tax in France?	Yes
fr-FR_014	fr-FR	Can I use US dollars easily in France?	No, but euros are widely accepted
fr-FR_015	fr-FR	What is the name of the central bank in France?	Banque de France
fr-FR_016	fr-FR	Is haggling common in markets in France?	Yes, haggling is common in markets in France
fr-FR_019	fr-FR	What time do people generally have dinner in France?	7-8 PM
fr-FR_021	fr-FR	What is a traditional national dish in France?	Coq au vin
fr-FR_022	fr-FR	Are vegetarian options widely available in France?	Yes
fr-FR_023	fr-FR	What is the most popular non-alcoholic drink in France?	Water
fr-FR_024	fr-FR	Is tap water safe to drink in France?	Yes, tap water is safe to drink in France
fr-FR_025	fr-FR	What kind of bread is commonly eaten in France?	Baguette
fr-FR_026	fr-FR	Are meals typically served with rice in France?	No
fr-FR_027	fr-FR	What is a typical dessert in France?	Croissant
fr-FR_028	fr-FR	Do people eat with utensils, hands, or chopsticks in France?	Utensils
fr-FR_029	fr-FR	What is the main national holiday in France?	Bastille Day
fr-FR_030	fr-FR	When is New Year's Day celebrated in France?	On January 1st
fr-FR_031	fr-FR	Is Sunday considered a weekend day in France?	Yes
fr-FR_032	fr-FR	What time do shops usually open in the morning in France?	9 a
fr-FR_034	fr-FR	How long is a typical workday in France?	35 hours per week
fr-FR_035	fr-FR	What month is summer vacation for schools in France?	June to August
fr-FR_036	fr-FR	Is punctuality very important in France?	Yes
fr-FR_037	fr-FR	What is a major cultural festival in France?	Bastille Day
fr-FR_038	fr-FR	Do people celebrate Christmas in France?	Yes, people in France celebrate Christmas
ga-IE_001	ga-IE	What is the emergency telephone number for police in Ireland?	999
ga-IE_002	ga-IE	What number should I call for an ambulance in Ireland?	112 or 991
ga-IE_003	ga-IE	Is there a general emergency number like 911 in Ireland?	112
ga-IE_004	ga-IE	What is the fire department emergency number in Ireland?	112
ga-IE_005	ga-IE	How do I contact emergency medical services in Ireland?	Dial 112 or 991
ga-IE_006	ga-IE	Are emergency services available in multiple languages in Ireland?	Yes
ga-IE_007	ga-IE	What should I do first in a medical emergency in Ireland?	Call 116 or 112
ga-IE_008	ga-IE	Is it common to tip emergency responders in Ireland?	No
ga-IE_009	ga-IE	What is the official currency used in Ireland?	Euro (€)
ga-IE_010	ga-IE	Is cash still widely accepted in Ireland?	Yes, cash is still widely accepted in Ireland
ga-IE_011	ga-IE	Do people mostly use credit cards or mobile payments in Ireland?	Credit cards
ga-IE_012	ga-IE	What is the typical tipping percentage in restaurants in Ireland?	10% to 15% of the bill
ga-IE_013	ga-IE	Are prices usually displayed including tax in Ireland?	Yes
ga-IE_014	ga-IE	Can I use US dollars easily in Ireland?	No, the euro is the official currency in Ireland
ga-IE_015	ga-IE	What is the name of the central bank in Ireland?	Central Bank of Ireland
ga-IE_016	ga-IE	Is haggling common in markets in Ireland?	No, haggling is not common in Irish markets
ga-IE_017	ga-IE	What is a common breakfast dish in Ireland?	Irish porridge
ga-IE_018	ga-IE	What do people usually eat for lunch in Ireland?	Irish stew, soda bread, and colcannon
ga-IE_019	ga-IE	What time do people generally have dinner in Ireland?	7:30 PM to 8:30 PM
ga-IE_021	ga-IE	What is a traditional national dish in Ireland?	Colcannon
ga-IE_022	ga-IE	Are vegetarian options widely available in Ireland?	Yes
ga-IE_023	ga-IE	What is the most popular non-alcoholic drink in Ireland?	Café crème
ga-IE_024	ga-IE	Is tap water safe to drink in Ireland?	Yes, tap water in Ireland is safe to drink
ga-IE_025	ga-IE	What kind of bread is commonly eaten in Ireland?	Soda bread
ga-IE_026	ga-IE	Are meals typically served with rice in Ireland?	No
ga-IE_027	ga-IE	What is a typical dessert in Ireland?	Irish soda bread with jam or butter
ga-IE_028	ga-IE	Do people eat with utensils, hands, or chopsticks in Ireland?	Utensils
ga-IE_029	ga-IE	What is the main national holiday in Ireland?	St
ga-IE_030	ga-IE	When is New Year's Day celebrated in Ireland?	January 1st
ga-IE_031	ga-IE	Is Sunday considered a weekend day in Ireland?	Yes
ga-IE_032	ga-IE	What time do shops usually open in the morning in Ireland?	9:30 AM
ga-IE_034	ga-IE	How long is a typical workday in Ireland?	8 hours
ga-IE_035	ga-IE	What month is summer vacation for schools in Ireland?	August
ga-IE_036	ga-IE	Is punctuality very important in Ireland?	Yes
ga-IE_037	ga-IE	What is a major cultural festival in Ireland?	The Cork International Film Festival
ga-IE_038	ga-IE	Do people celebrate Christmas in Ireland?	Yes
sv-SE_001	sv-SE	What is the emergency telephone number for police in Sweden?	112
sv-SE_002	sv-SE	What number should I call for an ambulance in Sweden?	112
sv-SE_003	sv-SE	Is there a general emergency number like 911 in Sweden?	112
sv-SE_004	sv-SE	What is the fire department emergency number in Sweden?	113
sv-SE_005	sv-SE	How do I contact emergency medical services in Sweden?	Dial 112
sv-SE_006	sv-SE	Are emergency services available in multiple languages in Sweden?	Yes
sv-SE_007	sv-SE	What should I do first in a medical emergency in Sweden?	Call the emergency number 112
sv-SE_008	sv-SE	Is it common to tip emergency responders in Sweden?	No
sv-SE_010	sv-SE	Is cash still widely accepted in Sweden?	No
sv-SE_011	sv-SE	Do people mostly use credit cards or mobile payments in Sweden?	Credit cards
sv-SE_012	sv-SE	What is the typical tipping percentage in restaurants in Sweden?	10% to 15% of the bill
sv-SE_013	sv-SE	Are prices usually displayed including tax in Sweden?	Yes
sv-SE_014	sv-SE	Can I use US dollars easily in Sweden?	No
sv-SE_015	sv-SE	What is the name of the central bank in Sweden?	Riksbank
sv-SE_016	sv-SE	Is haggling common in markets in Sweden?	No
sv-SE_017	sv-SE	What is a common breakfast dish in Sweden?	Smörgåstårta
sv-SE_018	sv-SE	What do people usually eat for lunch in Sweden?	Swedish meatballs, potatoes, and pickled herring
sv-SE_019	sv-SE	What time do people generally have dinner in Sweden?	18:00-20:00
sv-SE_021	sv-SE	What is a traditional national dish in Sweden?	Smörgåstårta
sv-SE_022	sv-SE	Are vegetarian options widely available in Sweden?	Yes
sv-SE_023	sv-SE	What is the most popular non-alcoholic drink in Sweden?	Söderström's
sv-SE_024	sv-SE	Is tap water safe to drink in Sweden?	Yes, tap water in Sweden is safe to drink
sv-SE_025	sv-SE	What kind of bread is commonly eaten in Sweden?	Rye bread
sv-SE_026	sv-SE	Are meals typically served with rice in Sweden?	No
sv-SE_027	sv-SE	What is a typical dessert in Sweden?	Äppelsinsskiva
sv-SE_028	sv-SE	Do people eat with utensils, hands, or chopsticks in Sweden?	Utensils
sv-SE_029	sv-SE	What is the main national holiday in Sweden?	Midsummer
sv-SE_030	sv-SE	When is New Year's Day celebrated in Sweden?	On January 1st
sv-SE_031	sv-SE	Is Sunday considered a weekend day in Sweden?	Yes
sv-SE_032	sv-SE	What time do shops usually open in the morning in Sweden?	8:00 AM
sv-SE_034	sv-SE	How long is a typical workday in Sweden?	7
sv-SE_035	sv-SE	What month is summer vacation for schools in Sweden?	June
sv-SE_036	sv-SE	Is punctuality very important in Sweden?	Yes
sv-SE_037	sv-SE	What is a major cultural festival in Sweden?	Midsummer Festival
sv-SE_038	sv-SE	Do people celebrate Christmas in Sweden?	Yes
cy-GB_001	cy-GB	What is the emergency telephone number for police in Wales, UK?	999
cy-GB_002	cy-GB	What number should I call for an ambulance in Wales, UK?	112 or 999
cy-GB_003	cy-GB	Is there a general emergency number like 911 in Wales, UK?	112
cy-GB_004	cy-GB	What is the fire department emergency number in Wales, UK?	999
cy-GB_005	cy-GB	How do I contact emergency medical services in Wales, UK?	999 or 112
cy-GB_006	cy-GB	Are emergency services available in multiple languages in Wales, UK?	Yes
cy-GB_007	cy-GB	What should I do first in a medical emergency in Wales, UK?	Call 112
cy-GB_008	cy-GB	Is it common to tip emergency responders in Wales, UK?	No
cy-GB_009	cy-GB	What is the official currency used in Wales, UK?	Pound sterling
cy-GB_010	cy-GB	Is cash still widely accepted in Wales, UK?	Yes, cash is still widely accepted in Wales, UK
cy-GB_011	cy-GB	Do people mostly use credit cards or mobile payments in Wales, UK?	Credit cards
cy-GB_012	cy-GB	What is the typical tipping percentage in restaurants in Wales, UK?	10-15% of the bill
cy-GB_013	cy-GB	Are prices usually displayed including tax in Wales, UK?	Yes
cy-GB_015	cy-GB	What is the name of the central bank in Wales, UK?	Bank of Wales
cy-GB_016	cy-GB	Is haggling common in markets in Wales, UK?	Yes, haggling is common in markets in Wales
cy-GB_018	cy-GB	What do people usually eat for lunch in Wales, UK?	Welsh rarebit, cawl, and brysly
cy-GB_019	cy-GB	What time do people generally have dinner in Wales, UK?	6:30 PM to 7:30 PM
cy-GB_021	cy-GB	What is a traditional national dish in Wales, UK?	Welsh rarebit
cy-GB_022	cy-GB	Are vegetarian options widely available in Wales, UK?	Yes
cy-GB_023	cy-GB	What is the most popular non-alcoholic drink in Wales, UK?	Tea
cy-GB_024	cy-GB	Is tap water safe to drink in Wales, UK?	Yes, tap water in Wales is safe to drink
cy-GB_025	cy-GB	What kind of bread is commonly eaten in Wales, UK?	Welsh rarebit
cy-GB_026	cy-GB	Are meals typically served with rice in Wales, UK?	Yes, rice is commonly served with meals in Wales
cy-GB_027	cy-GB	What is a typical dessert in Wales, UK?	Welsh rarebit
cy-GB_028	cy-GB	Do people eat with utensils, hands, or chopsticks in Wales, UK?	Utensils
cy-GB_029	cy-GB	What is the main national holiday in Wales, UK?	Eisteddfod
cy-GB_030	cy-GB	When is New Year's Day celebrated in Wales, UK?	1 January
cy-GB_031	cy-GB	Is Sunday considered a weekend day in Wales, UK?	Yes
cy-GB_032	cy-GB	What time do shops usually open in the morning in Wales, UK?	9:30 AM
cy-GB_034	cy-GB	How long is a typical workday in Wales, UK?	8 hours
cy-GB_035	cy-GB	What month is summer vacation for schools in Wales, UK?	July and August
cy-GB_036	cy-GB	Is punctuality very important in Wales, UK?	Yes
cy-GB_037	cy-GB	What is a major cultural festival in Wales, UK?	Eisteddfod
cy-GB_038	cy-GB	Do people celebrate Christmas in Wales, UK?	Yes
en-DZ_001	en-DZ	What is the emergency telephone number for police in Algeria?	17
en-DZ_002	en-DZ	What number should I call for an ambulance in Algeria?	17
en-DZ_003	en-DZ	Is there a general emergency number like 911 in Algeria?	17
en-DZ_004	en-DZ	What is the fire department emergency number in Algeria?	1550
en-DZ_005	en-DZ	How do I contact emergency medical services in Algeria?	Dial 15 or 17
en-DZ_006	en-DZ	Are emergency services available in multiple languages in Algeria?	Yes
en-DZ_007	en-DZ	What should I do first in a medical emergency in Algeria?	Call the emergency number 16
en-DZ_008	en-DZ	Is it common to tip emergency responders in Algeria?	No
en-DZ_009	en-DZ	What is the official currency used in Algeria?	Algerian dinar
en-DZ_010	en-DZ	Is cash still widely accepted in Algeria?	Yes, cash is still widely accepted in Algeria
en-DZ_011	en-DZ	Do people mostly use credit cards or mobile payments in Algeria?	Mobile payments
en-DZ_012	en-DZ	What is the typical tipping percentage in restaurants in Algeria?	10% to 15% of the bill
en-DZ_013	en-DZ	Are prices usually displayed including tax in Algeria?	Yes
en-DZ_014	en-DZ	Can I use US dollars easily in Algeria?	No
en-DZ_015	en-DZ	What is the name of the central bank in Algeria?	Banque de l'Algérie
en-DZ_016	en-DZ	Is haggling common in markets in Algeria?	Yes
en-DZ_017	en-DZ	What is a common breakfast dish in Algeria?	Couscous with tagine and bread
en-DZ_018	en-DZ	What do people usually eat for lunch in Algeria?	Tagine, couscous, and bread
en-DZ_019	en-DZ	What time do people generally have dinner in Algeria?	7:00 PM to 9:00 PM
en-DZ_021	en-DZ	What is a traditional national dish in Algeria?	Couscous
en-DZ_025	en-DZ	What kind of bread is commonly eaten in Algeria?	Baguette
en-DZ_026	en-DZ	Are meals typically served with rice in Algeria?	Yes
en-DZ_027	en-DZ	What is a typical dessert in Algeria?	Baklava
en-DZ_030	en-DZ	When is New Year's Day celebrated in Algeria?	January 1st
en-DZ_031	en-DZ	Is Sunday considered a weekend day in Algeria?	Yes
en-DZ_032	en-DZ	What time do shops usually open in the morning in Algeria?	8:00 a
en-DZ_034	en-DZ	How long is a typical workday in Algeria?	8 hours
en-DZ_035	en-DZ	What month is summer vacation for schools in Algeria?	July and August
en-DZ_036	en-DZ	Is punctuality very important in Algeria?	Yes
en-DZ_038	en-DZ	Do people celebrate Christmas in Algeria?	Yes, some people do
en-ET_001	en-ET	What is the emergency telephone number for police in Ethiopia?	110
en-ET_002	en-ET	What number should I call for an ambulance in Ethiopia?	191
en-ET_003	en-ET	Is there a general emergency number like 911 in Ethiopia?	115
en-ET_004	en-ET	What is the fire department emergency number in Ethiopia?	112
en-ET_005	en-ET	How do I contact emergency medical services in Ethiopia?	Dial 192
en-ET_006	en-ET	Are emergency services available in multiple languages in Ethiopia?	Yes
en-ET_007	en-ET	What should I do first in a medical emergency in Ethiopia?	Call the emergency number 192
en-ET_008	en-ET	Is it common to tip emergency responders in Ethiopia?	No
en-ET_009	en-ET	What is the official currency used in Ethiopia?	Ethiopian Birr
en-ET_010	en-ET	Is cash still widely accepted in Ethiopia?	Yes
en-ET_011	en-ET	Do people mostly use credit cards or mobile payments in Ethiopia?	Mobile payments
en-ET_012	en-ET	What is the typical tipping percentage in restaurants in Ethiopia?	10% to 15% of the bill
en-ET_013	en-ET	Are prices usually displayed including tax in Ethiopia?	Yes
en-ET_014	en-ET	Can I use US dollars easily in Ethiopia?	No
en-ET_015	en-ET	What is the name of the central bank in Ethiopia?	Ethiopian National Bank
en-ET_016	en-ET	Is haggling common in markets in Ethiopia?	Yes
en-ET_017	en-ET	What is a common breakfast dish in Ethiopia?	Injera with tea or coffee
en-ET_019	en-ET	What time do people generally have dinner in Ethiopia?	6:00 PM to 8:00 PM
en-ET_021	en-ET	What is a traditional national dish in Ethiopia?	Injera with various stews and vegetables
en-ET_023	en-ET	What is the most popular non-alcoholic drink in Ethiopia?	Coffee
en-ET_025	en-ET	What kind of bread is commonly eaten in Ethiopia?	Injera
en-ET_026	en-ET	Are meals typically served with rice in Ethiopia?	Yes
en-ET_027	en-ET	What is a typical dessert in Ethiopia?	Injera with a variety of stews and spicy dishes
en-ET_028	en-ET	Do people eat with utensils, hands, or chopsticks in Ethiopia?	Hands
en-ET_030	en-ET	When is New Year's Day celebrated in Ethiopia?	1 January
en-ET_031	en-ET	Is Sunday considered a weekend day in Ethiopia?	Yes
en-ET_032	en-ET	What time do shops usually open in the morning in Ethiopia?	7:00 AM
en-ET_034	en-ET	How long is a typical workday in Ethiopia?	8 to 9 hours
en-ET_035	en-ET	What month is summer vacation for schools in Ethiopia?	June to September
en-ET_036	en-ET	Is punctuality very important in Ethiopia?	No
en-ET_038	en-ET	Do people celebrate Christmas in Ethiopia?	Yes, some people in Ethiopia celebrate Christmas
en-NG_001	en-NG	What is the emergency telephone number for police in Northern Nigeria?	112
en-NG_002	en-NG	What number should I call for an ambulance in Northern Nigeria?	112
en-NG_003	en-NG	Is there a general emergency number like 911 in Northern Nigeria?	112
en-NG_004	en-NG	What is the fire department emergency number in Northern Nigeria?	112
en-NG_006	en-NG	Are emergency services available in multiple languages in Northern Nigeria?	Yes
en-NG_007	en-NG	What should I do first in a medical emergency in Northern Nigeria?	Call the local emergency number, 112
en-NG_008	en-NG	Is it common to tip emergency responders in Northern Nigeria?	No
en-NG_009	en-NG	What is the official currency used in Northern Nigeria?	Nigerian Naira
en-NG_011	en-NG	Do people mostly use credit cards or mobile payments in Northern Nigeria?	Mobile payments
en-NG_012	en-NG	What is the typical tipping percentage in restaurants in Northern Nigeria?	10% to 15% of the bill
en-NG_013	en-NG	Are prices usually displayed including tax in Northern Nigeria?	Yes
en-NG_014	en-NG	Can I use US dollars easily in Northern Nigeria?	No
en-NG_016	en-NG	Is haggling common in markets in Northern Nigeria?	Yes
en-NG_017	en-NG	What is a common breakfast dish in Northern Nigeria?	Pounded Yam with Egusi Soup
en-NG_018	en-NG	What do people usually eat for lunch in Northern Nigeria?	Stew, rice, and bread
en-NG_019	en-NG	What time do people generally have dinner in Northern Nigeria?	6:00 PM to 8:00 PM
en-NG_021	en-NG	What is a traditional national dish in Northern Nigeria?	Kuku
en-NG_022	en-NG	Are vegetarian options widely available in Northern Nigeria?	No
en-NG_023	en-NG	What is the most popular non-alcoholic drink in Northern Nigeria?	Kola nut
en-NG_025	en-NG	What kind of bread is commonly eaten in Northern Nigeria?	Ugali
en-NG_026	en-NG	Are meals typically served with rice in Northern Nigeria?	Yes
en-NG_027	en-NG	What is a typical dessert in Northern Nigeria?	Kuku
en-NG_028	en-NG	Do people eat with utensils, hands, or chopsticks in Northern Nigeria?	Hands
en-NG_029	en-NG	What is the main national holiday in Northern Nigeria?	Eid al-Fitr
en-NG_030	en-NG	When is New Year's Day celebrated in Northern Nigeria?	On January 1st
en-NG_031	en-NG	Is Sunday considered a weekend day in Northern Nigeria?	Yes
en-NG_032	en-NG	What time do shops usually open in the morning in Northern Nigeria?	7:00 AM
en-NG_034	en-NG	How long is a typical workday in Northern Nigeria?	9 to 12 hours
en-NG_035	en-NG	What month is summer vacation for schools in Northern Nigeria?	July
en-NG_036	en-NG	Is punctuality very important in Northern Nigeria?	Yes
en-NG_037	en-NG	What is a major cultural festival in Northern Nigeria?	Jalingo Festival
en-AS_001	en-AS	What is the emergency telephone number for police in Assam, India?	100
en-AS_002	en-AS	What number should I call for an ambulance in Assam, India?	102
en-AS_003	en-AS	Is there a general emergency number like 911 in Assam, India?	Yes, the emergency number is 112
en-AS_004	en-AS	What is the fire department emergency number in Assam, India?	102
en-AS_005	en-AS	How do I contact emergency medical services in Assam, India?	Dial 102
en-AS_006	en-AS	Are emergency services available in multiple languages in Assam, India?	Yes
en-AS_007	en-AS	What should I do first in a medical emergency in Assam, India?	Call the local emergency number 102
en-AS_008	en-AS	Is it common to tip emergency responders in Assam, India?	No
en-AS_010	en-AS	Is cash still widely accepted in Assam, India?	Yes, cash is still widely accepted in Assam, India
en-AS_011	en-AS	Do people mostly use credit cards or mobile payments in Assam, India?	Mobile payments
en-AS_012	en-AS	What is the typical tipping percentage in restaurants in Assam, India?	10% to 15% of the bill
en-AS_013	en-AS	Are prices usually displayed including tax in Assam, India?	Yes
en-AS_015	en-AS	What is the name of the central bank in Assam, India?	Reserve Bank of India
en-AS_016	en-AS	Is haggling common in markets in Assam, India?	Yes
en-AS_017	en-AS	What is a common breakfast dish in Assam, India?	Pitha
en-AS_018	en-AS	What do people usually eat for lunch in Assam, India?	Rice, fish, and vegetables
en-AS_019	en-AS	What time do people generally have dinner in Assam, India?	6:00 PM to 8:00 PM
en-AS_021	en-AS	What is a traditional national dish in Assam, India?	Assam's traditional national dish is Panta
en-AS_022	en-AS	Are vegetarian options widely available in Assam, India?	Yes
en-AS_023	en-AS	What is the most popular non-alcoholic drink in Assam, India?	Assam beer
en-AS_025	en-AS	What kind of bread is commonly eaten in Assam, India?	Pitha
en-AS_026	en-AS	Are meals typically served with rice in Assam, India?	Yes
en-AS_027	en-AS	What is a typical dessert in Assam, India?	Kheer
en-AS_028	en-AS	Do people eat with utensils, hands, or chopsticks in Assam, India?	People in Assam primarily use utensils for eating
en-AS_029	en-AS	What is the main national holiday in Assam, India?	Assam Rifles Day
en-AS_030	en-AS	When is New Year's Day celebrated in Assam, India?	January 1st
en-AS_031	en-AS	Is Sunday considered a weekend day in Assam, India?	Yes
en-AS_032	en-AS	What time do shops usually open in the morning in Assam, India?	8:00 AM
en-AS_034	en-AS	How long is a typical workday in Assam, India?	9 to 10 hours
en-AS_035	en-AS	What month is summer vacation for schools in Assam, India?	June to August
en-AS_036	en-AS	Is punctuality very important in Assam, India?	No
en-AS_037	en-AS	What is a major cultural festival in Assam, India?	Bihu
en-AS_038	en-AS	Do people celebrate Christmas in Assam, India?	Yes, people in Assam celebrate Christmas
en-AZ_001	en-AZ	What is the emergency telephone number for police in Azerbaijan?	112
en-AZ_002	en-AZ	What number should I call for an ambulance in Azerbaijan?	112
en-AZ_003	en-AZ	Is there a general emergency number like 911 in Azerbaijan?	112
en-AZ_004	en-AZ	What is the fire department emergency number in Azerbaijan?	112
en-AZ_005	en-AZ	How do I contact emergency medical services in Azerbaijan?	112
en-AZ_006	en-AZ	Are emergency services available in multiple languages in Azerbaijan?	Yes
en-AZ_007	en-AZ	What should I do first in a medical emergency in Azerbaijan?	Call the emergency number 112
en-AZ_008	en-AZ	Is it common to tip emergency responders in Azerbaijan?	No
en-AZ_009	en-AZ	What is the official currency used in Azerbaijan?	Azeri manat
en-AZ_010	en-AZ	Is cash still widely accepted in Azerbaijan?	Yes, cash is still widely accepted in Azerbaijan
en-AZ_011	en-AZ	Do people mostly use credit cards or mobile payments in Azerbaijan?	Mobile payments
en-AZ_012	en-AZ	What is the typical tipping percentage in restaurants in Azerbaijan?	10-15% of the bill
en-AZ_013	en-AZ	Are prices usually displayed including tax in Azerbaijan?	Yes
en-AZ_015	en-AZ	What is the name of the central bank in Azerbaijan?	Central Bank of Azerbaijan
en-AZ_016	en-AZ	Is haggling common in markets in Azerbaijan?	Yes
en-AZ_017	en-AZ	What is a common breakfast dish in Azerbaijan?	Qaymak
en-AZ_018	en-AZ	What do people usually eat for lunch in Azerbaijan?	Qaymak, plov, and kebabs
en-AZ_019	en-AZ	What time do people generally have dinner in Azerbaijan?	18:00-20:00
en-AZ_021	en-AZ	What is a traditional national dish in Azerbaijan?	Qormas
en-AZ_023	en-AZ	What is the most popular non-alcoholic drink in Azerbaijan?	Tea
en-AZ_025	en-AZ	What kind of bread is commonly eaten in Azerbaijan?	Plov
en-AZ_026	en-AZ	Are meals typically served with rice in Azerbaijan?	Yes
en-AZ_027	en-AZ	What is a typical dessert in Azerbaijan?	Qaymak
en-AZ_029	en-AZ	What is the main national holiday in Azerbaijan?	New Year's Day
en-AZ_030	en-AZ	When is New Year's Day celebrated in Azerbaijan?	January 1st
en-AZ_031	en-AZ	Is Sunday considered a weekend day in Azerbaijan?	Yes
en-AZ_032	en-AZ	What time do shops usually open in the morning in Azerbaijan?	9:00 a
en-AZ_034	en-AZ	How long is a typical workday in Azerbaijan?	8 hours
en-AZ_035	en-AZ	What month is summer vacation for schools in Azerbaijan?	July and August
en-AZ_036	en-AZ	Is punctuality very important in Azerbaijan?	Yes
en-AZ_037	en-AZ	What is a major cultural festival in Azerbaijan?	Shahrisabz Festival
en-AZ_038	en-AZ	Do people celebrate Christmas in Azerbaijan?	Yes, some people in Azerbaijan celebrate Christmas
en-CN_001	en-CN	What is the emergency telephone number for police in China?	110
en-CN_002	en-CN	What number should I call for an ambulance in China?	120
en-CN_003	en-CN	Is there a general emergency number like 911 in China?	110, 119, 120, 122
en-CN_004	en-CN	What is the fire department emergency number in China?	119
en-CN_005	en-CN	How do I contact emergency medical services in China?	Dial 120
en-CN_006	en-CN	Are emergency services available in multiple languages in China?	Yes
en-CN_007	en-CN	What should I do first in a medical emergency in China?	Call 120
en-CN_008	en-CN	Is it common to tip emergency responders in China?	No
en-CN_009	en-CN	What is the official currency used in China?	Renminbi (RMB) or the yuan
en-CN_010	en-CN	Is cash still widely accepted in China?	Yes, cash is still widely accepted in China
en-CN_011	en-CN	Do people mostly use credit cards or mobile payments in China?	Mobile payments
en-CN_012	en-CN	What is the typical tipping percentage in restaurants in China?	10% to 15% of the bill
en-CN_013	en-CN	Are prices usually displayed including tax in China?	Yes
en-CN_014	en-CN	Can I use US dollars easily in China?	No, but you can use credit cards in some places
en-CN_015	en-CN	What is the name of the central bank in China?	People's Bank of China
en-CN_016	en-CN	Is haggling common in markets in China?	Yes
en-CN_017	en-CN	What is a common breakfast dish in China?	Steamed buns with soy sauce and pickles
en-CN_018	en-CN	What do people usually eat for lunch in China?	Stews, dumplings, and rice
en-CN_019	en-CN	What time do people generally have dinner in China?	6 to 7 PM
en-CN_021	en-CN	What is a traditional national dish in China?	Peking duck
en-CN_022	en-CN	Are vegetarian options widely available in China?	Yes
en-CN_023	en-CN	What is the most popular non-alcoholic drink in China?	Tea
en-CN_024	en-CN	Is tap water safe to drink in China?	Yes, tap water is generally safe to drink in China
en-CN_025	en-CN	What kind of bread is commonly eaten in China?	steamed bread
en-CN_026	en-CN	Are meals typically served with rice in China?	Yes
en-CN_028	en-CN	Do people eat with utensils, hands, or chopsticks in China?	Utensils and chopsticks
en-CN_029	en-CN	What is the main national holiday in China?	National Day
en-CN_030	en-CN	When is New Year's Day celebrated in China?	The first day of the lunar calendar
en-CN_031	en-CN	Is Sunday considered a weekend day in China?	Yes
en-CN_032	en-CN	What time do shops usually open in the morning in China?	8:00 a
en-CN_034	en-CN	How long is a typical workday in China?	8 hours
en-CN_035	en-CN	What month is summer vacation for schools in China?	July and August
en-CN_036	en-CN	Is punctuality very important in China?	Yes
en-CN_037	en-CN	What is a major cultural festival in China?	Spring Festival
en-CN_038	en-CN	Do people celebrate Christmas in China?	Yes, some people in China celebrate Christmas
en-ID_001	en-ID	What is the emergency telephone number for police in Indonesia?	113
en-ID_002	en-ID	What number should I call for an ambulance in Indonesia?	118
en-ID_003	en-ID	Is there a general emergency number like 911 in Indonesia?	112
en-ID_004	en-ID	What is the fire department emergency number in Indonesia?	112
en-ID_005	en-ID	How do I contact emergency medical services in Indonesia?	Call 118
en-ID_006	en-ID	Are emergency services available in multiple languages in Indonesia?	Yes
en-ID_007	en-ID	What should I do first in a medical emergency in Indonesia?	Call the emergency number 118
en-ID_008	en-ID	Is it common to tip emergency responders in Indonesia?	No
en-ID_010	en-ID	Is cash still widely accepted in Indonesia?	Yes, cash is still widely accepted in Indonesia
en-ID_011	en-ID	Do people mostly use credit cards or mobile payments in Indonesia?	Mobile payments
en-ID_012	en-ID	What is the typical tipping percentage in restaurants in Indonesia?	10% to 15% of the bill
en-ID_013	en-ID	Are prices usually displayed including tax in Indonesia?	Yes
en-ID_015	en-ID	What is the name of the central bank in Indonesia?	Bank Indonesia
en-ID_016	en-ID	Is haggling common in markets in Indonesia?	Yes
en-ID_017	en-ID	What is a common breakfast dish in Indonesia?	Nasi goreng
en-ID_018	en-ID	What do people usually eat for lunch in Indonesia?	Nasi goreng
en-ID_019	en-ID	What time do people generally have dinner in Indonesia?	6 PM to 8 PM
en-ID_021	en-ID	What is a traditional national dish in Indonesia?	Nasi Goreng
en-ID_022	en-ID	Are vegetarian options widely available in Indonesia?	Yes
en-ID_023	en-ID	What is the most popular non-alcoholic drink in Indonesia?	Teh tarik
en-ID_025	en-ID	What kind of bread is commonly eaten in Indonesia?	Nasi goreng
en-ID_026	en-ID	Are meals typically served with rice in Indonesia?	Yes
en-ID_027	en-ID	What is a typical dessert in Indonesia?	Nastar
en-ID_028	en-ID	Do people eat with utensils, hands, or chopsticks in Indonesia?	Utensils and hands
en-ID_029	en-ID	What is the main national holiday in Indonesia?	Independence Day on August 17th
en-ID_030	en-ID	When is New Year's Day celebrated in Indonesia?	January 1st
en-ID_031	en-ID	Is Sunday considered a weekend day in Indonesia?	Yes
en-ID_032	en-ID	What time do shops usually open in the morning in Indonesia?	07:00
en-ID_034	en-ID	How long is a typical workday in Indonesia?	8 hours
en-ID_035	en-ID	What month is summer vacation for schools in Indonesia?	July to August
en-ID_036	en-ID	Is punctuality very important in Indonesia?	No
en-ID_037	en-ID	What is a major cultural festival in Indonesia?	Jakarta International Film Festival
en-ID_038	en-ID	Do people celebrate Christmas in Indonesia?	Yes, some people in Indonesia celebrate Christmas
en-JB_001	en-JB	What is the emergency telephone number for police in West Java, Indonesia?	112
en-JB_002	en-JB	What number should I call for an ambulance in West Java, Indonesia?	118
en-JB_003	en-JB	Is there a general emergency number like 911 in West Java, Indonesia?	112
en-JB_004	en-JB	What is the fire department emergency number in West Java, Indonesia?	118
en-JB_005	en-JB	How do I contact emergency medical services in West Java, Indonesia?	Call 118
en-JB_006	en-JB	Are emergency services available in multiple languages in West Java, Indonesia?	Yes
en-JB_007	en-JB	What should I do first in a medical emergency in West Java, Indonesia?	Call the local emergency number 118
